1,1,0,0,425,425,50,3.895,1
2,1,428,444,325,225,50,0.803,1
3,1,321,237,325,525,50,0.715,1
4,1,320,517,525,225,50,0.783,1
5,1,524,221,225,525,50,0.705,1
6,1,228,538,325,325,50,0.761,1
7,1,322,330,525,425,50,0.867,1
8,1,511,417,425,225,50,0.942,1
9,1,423,232,325,425,50,0.741,1
10,1,319,425,525,425,50,0.835,1
11,1,522,419,325,325,50,0.783,1
12,1,321,327,425,225,50,0.717,1
13,1,413,228,225,325,50,0.633,1
14,1,224,333,325,425,50,0.599,1
15,1,312,421,525,225,50,0.808,1
16,1,536,221,425,325,50,0.665,1
17,1,409,336,325,325,50,0.579,1
18,1,332,317,525,525,50,0.798,1
19,1,517,521,525,525,50,0.418,1
20,1,517,521,325,425,50,0.799,1
21,1,317,425,425,225,50,0.616,1
22,1,436,222,425,325,50,0.54,1
23,1,418,325,225,325,50,0.694,1
24,1,239,327,525,425,50,0.882,1
25,1,518,423,425,525,50,0.918,1
26,1,420,531,425,225,50,0.633,1
27,1,429,227,225,325,50,0.782,1
28,1,228,328,525,425,50,0.702,1
29,1,527,433,525,325,50,0.498,1
30,1,525,327,225,325,50,0.916,1
31,1,226,325,525,325,50,0.835,1
32,1,539,325,325,525,50,0.865,1
33,1,331,515,325,225,50,0.682,1
34,1,323,227,425,525,50,0.852,1
35,1,415,530,225,225,50,0.816,1
36,1,224,229,425,325,50,0.682,1
37,1,427,323,325,225,50,0.554,1
38,1,338,226,425,525,50,0.662,1
39,1,426,531,225,425,50,0.634,1
40,1,211,429,225,425,50,0.501,1
41,1,211,428,225,425,50,1.432,1
42,1,227,428,225,225,50,0.6,1
43,1,235,231,525,225,50,0.8,1
44,1,528,224,325,225,50,0.817,1
45,1,335,227,525,425,50,0.633,1
46,1,546,428,425,525,50,0.549,1
47,1,418,509,425,225,50,0.551,1
48,1,412,211,325,525,50,0.785,1
49,1,320,525,225,525,50,0.632,1
50,1,233,528,225,525,50,0.632,1
51,1,233,528,325,325,50,0.82,1
52,1,325,329,525,525,50,0.596,1
53,1,524,541,525,225,50,0.751,1
54,1,532,228,525,525,50,0.719,1
55,1,524,523,525,425,50,0.515,1
56,1,530,424,525,425,50,0.368,1
57,1,530,424,325,525,50,0.782,1
58,1,331,527,525,425,50,0.582,1
59,1,535,417,325,325,50,0.853,1
60,1,342,326,225,325,50,0.632,1
61,1,237,326,525,225,50,0.952,1
62,1,527,227,325,325,50,0.68,1
63,1,331,326,525,325,50,0.716,1
64,1,521,325,225,425,50,0.687,1
65,1,221,418,525,225,50,0.898,1
66,1,533,227,525,525,50,0.817,1
67,1,509,521,225,425,50,0.88,1
68,1,227,426,425,325,50,0.801,1
69,1,436,330,425,425,50,0.5,1
70,1,430,416,425,425,50,0.449,1
71,1,430,416,325,325,50,0.587,1
72,1,322,323,225,525,50,0.613,1
73,1,232,533,325,225,50,0.868,1
74,1,317,217,525,525,50,0.919,1
75,1,519,530,225,525,50,0.698,1
76,1,233,528,325,425,50,0.635,1
77,1,320,423,325,225,50,0.965,1
78,1,336,225,525,225,50,0.65,1
79,1,515,229,225,225,50,0.634,1
80,1,226,228,325,225,50,0.501,1
81,1,319,219,425,525,50,0.951,1
82,1,426,515,225,325,50,0.646,1
83,1,224,321,225,225,50,0.434,1
84,1,231,228,225,425,50,0.701,1
85,1,230,428,225,225,50,0.681,1
86,1,212,224,325,425,50,0.835,1
87,1,335,410,525,325,50,0.797,1
88,1,522,330,325,225,50,0.801,1
89,1,328,221,525,525,50,0.785,1
90,1,521,523,325,425,50,0.632,1
91,1,333,423,525,525,50,0.602,1
92,1,519,527,325,525,50,0.665,1
93,1,324,511,325,225,50,0.683,1
94,1,315,222,425,225,50,0.651,1
95,1,426,235,525,325,50,0.583,1
96,1,515,319,225,225,50,0.684,1
97,1,229,223,225,225,50,0.314,1
98,1,229,223,525,325,50,0.817,1
99,1,519,323,525,225,50,0.501,1
100,1,508,228,325,525,50,0.733,1
101,1,331,523,425,325,50,0.685,1
102,1,424,326,325,325,50,0.681,1
103,1,325,333,325,525,50,0.783,1
104,1,325,525,525,525,50,0.553,1
105,1,533,514,225,425,50,0.698,1
106,1,219,426,525,325,50,0.585,1
107,1,532,334,225,325,50,0.631,1
108,1,217,304,425,325,50,0.617,1
109,1,433,333,425,325,50,0.251,1
110,1,432,332,325,525,50,0.832,1
111,1,329,523,225,225,50,0.686,1
112,1,207,217,425,525,50,0.647,1
113,1,441,525,225,325,50,0.651,1
114,1,237,334,425,425,50,0.535,1
115,1,419,438,225,525,50,0.698,1
116,1,226,519,425,525,50,0.585,1
117,1,411,521,525,525,50,0.565,1
118,1,536,536,325,325,50,0.651,1
119,1,318,323,325,525,50,0.501,1
120,1,338,518,225,525,50,0.565,1
121,1,230,523,525,425,50,0.585,1
122,1,526,428,525,325,50,0.416,1
123,1,515,334,425,425,50,0.7,1
124,1,416,419,225,325,50,0.617,1
125,1,224,316,425,525,50,0.648,1
126,1,433,515,325,525,50,0.602,1
127,1,338,525,425,225,50,0.765,1
128,1,418,219,325,425,50,0.616,1
129,1,334,424,325,425,50,0.218,1
130,1,332,426,525,225,50,0.881,1
131,1,521,233,425,325,50,0.469,1
132,1,438,322,225,525,50,0.698,1
133,1,220,552,425,525,50,0.834,1
134,1,422,527,225,325,50,0.666,1
135,1,217,302,225,525,50,0.7,1
136,1,227,521,425,425,50,0.786,1
137,1,435,427,325,225,50,0.73,1
138,1,311,235,225,225,50,0.685,1
139,1,231,213,525,425,50,0.95,1
140,1,533,418,425,225,50,0.55,1
141,1,407,225,325,425,50,0.636,1
142,1,339,420,425,425,50,0.614,1
143,1,411,425,425,525,50,0.533,1
144,1,429,530,425,225,50,0.769,1
145,1,423,236,425,325,50,0.464,1
146,1,442,308,425,225,50,0.569,1
147,1,405,215,225,525,50,0.715,1
148,1,209,538,325,325,50,0.5,1
149,1,337,316,425,425,50,0.535,1
150,1,442,432,225,425,50,0.615,1
151,1,232,421,525,225,50,0.768,1
152,1,518,234,425,425,50,0.731,1
153,1,426,423,325,425,50,0.668,1
154,1,325,426,425,425,50,0.418,1
155,1,440,424,525,325,50,0.615,1
156,1,531,334,225,225,50,0.77,1
157,1,238,230,425,325,50,0.647,1
158,1,440,330,525,325,50,0.45,1
159,1,532,341,225,425,50,0.751,1
160,1,226,424,225,425,50,0.231,1
